Metric ID,Group,Metrics Category,Type,Metric,Definition / Description,Formula,Numerator,Denominator,Reporting,Answers,Indicators,Benchmark,Tools,Commentary / Interpretation,Data Source - Object,Data Source - Field,Data Store - Object,Data Store - Field,Time Rule,Logic,Tags,Notes
5.32,Talent Management,Operations,Distribution,Staffing Breakdown by Organizational Tenure',Distribution of headcount by organizational tenure at the end of the reporting period.,(End of Period Headcount.[Tenure] / End of Period Headcount) * 100,End of Period Headcount.[Tenure],End of Period Headcount,,,,,,"Organization Tenure Staffing Breakdown indicates the percentages of the workforce that fall within various tenure groupings. Graphically, the data are presented as a percentage of the total workforce, i.e., a stacked bar graph.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
5.33,Talent Management,Operations,Time,Tenure - Workforce Average #,The average tenure of the workforce at the end of the reporting period.,Total Workforce Tenure / End of Period Headcount,Total Workforce Tenure,End of Period Headcount,,,,,, A result of 5.2 means that the average employee has an organizational tenure of 5.2 years.,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
5.34,Talent Management,Operations,Rate,Staffing Rate - Temporary (%of Workforce),Temporary employees as a percentage of the total full-time equivalent workforce.,(FTE.Temporary / FTE) * 100,#FTE.Temporary,#FTE ,,,,,,"Staffing Rate——Temporary indicates the percentage of the organization’’s full-time equivalent workforce that is classified as ““temporary,”” as opposed to ““regular.”” Temporary workers are those who may be employed for a limited duration or those that are otherwise sourced from a temporary employment agency to fulfill short-term staffing needs.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
5.35,Talent Management,Operations,Rate,Staffing Rate - Revenue Generating (%of Workforce),Full-time equivalent employees in revenue-generating roles as a percentage of all full-time equivalent employees.,(FTE.Revenue Generating / FTE) * 100,#FTE.Revenue Generating,#FTE ,,,,,,A result of 20% indicates that one of every five employees serves in a role that creates revenue for the organization.,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
5.36,Talent Management,Operations,Rate,Staffing Rate - Part Time (%of Workforce),Part-time employees as a percentage of the total workforce.,(End of Period Headcount.Part Time / End of Period Headcount) * 100,End of Period Headcount.Part Time,End of Period Headcount,,,,,,A result of 5% means that five of every one hundred employees are classified as part time.,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
6.02,Total Rewards,Operations,Time,Workweek Average Per Employee (#Time),Average number of hours worked per week per employee,(Hours Worked / Number of Weeks) / Average Headcount,#Hours Worked / #Number of Weeks,#Average Headcount,,,,,,"Average Workweek measures the number of hours worked per week per employee, on average. A result of 37 means that the average person employed by the organization worked 37 hours per week during the period.",HRIS — Employee Snapshot,,,,End-of-Period Snapshot,SUM value; divide by eligible headcount where applicable,"compensation, rewards",
6.03,Total Rewards,Operations,Rate,Stock Incentive Eligibility Rate (%of Workforce),The percentage of employees eligible to receive stock-based incentives.,(End of Period Headcount.Stock Incentive Eligible / End of Period Headcount) *100,End of Period Headcount.Stock Incentive Eligible,End of Period Headcount,,,,,,A value of 30 indicates that 30% of employees are eligible to receive stock-based incentives.,Equity Admin — Grants Ledger,,,,End-of-Period Snapshot,SUM value; divide by eligible headcount where applicable,"compensation, rewards",
6.06,Total Rewards,Operations,Value,Stock Options Average Per Employee (#Amount),The average number of stock options granted per eligible employee during the period.,(Stock Options.Granted / Average Headcount.Stock Option Eligible) * 100,#Stock Options.Granted,#Average Headcount.Stock Option Eligible,,,,,,"A result of 30 means that employees eligible to receive stock options received 30 options, on average, during the period.",Equity Admin — Grants Ledger,,,,End-of-Period Snapshot,SUM value; divide by eligible headcount where applicable,"compensation, rewards",
6.07,Total Rewards,Intelligence,Rate,Salary Change Rate - Upward (%of Workforce),Percentage of employees receiving base salary increases during the reporting period.,End of Period Headcount.Base Salary Increase / End of Period Headcount * 100,End of Period Headcount.Base Salary Increase,#End of Period Headcount,,,,,,,Payroll — Earnings Ledger,,,,End-of-Period Snapshot,SUM value; divide by eligible headcount where applicable,"compensation, rewards",
6.10,Total Rewards,Operations,Value,Benefits Expense Amount Per FTE ($Amount),Average benefits expense (organization’s contribution) per full-time equivalent employee.,Benefits Expense / FTE,Benefits Expense ($),#FTE,,,,,,,HRIS — Employee Snapshot,,,,Exercise Date within reporting period,COUNT active employees; filter employment status,"workforce, headcount, planning",
6.11,Total Rewards,Operations,Value,Compensation Expense Total Per FTE ($Amount),"Average total compensation expense, including direct, benefits, and equity compensation, per full-time equivalent employee.",Total Compensation Expense / FTE,Total Compensation Expense,#FTE,,,,,,,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
6.12,Total Rewards,Operations,Value,Compensation Expense - Direct Per FTE ($Amount),"Average direct compensation expense, including wages, bonus, and other cash compensation, per full-time equivalent employee.",Direct Compensation Expense / FTE,Direct Compensation Expense,#FTE,,,,,,,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
6.13,Total Rewards,Operations,Distribution,Compensation Breakdown - Direct by Type (%Total),"Distribution of direct compensation by type, including base, overtime, bonus, incentives, etc.",(Direct Compensation Expense.[Compensation Type] / Direct Compensation Expense) * 100,(Direct Compensation Expense.[Compensation Type],Direct Compensation Expense,,,,,,"Direct Compensation Breakdown provides the percentages of direct compensation paid that are of various compensation types. Graphically, the data are presented as a percentage of the total direct compensation, i.e., a stacked bar graph. Direct compensation, contrasted with benefits and equity compensation, relates to cash payments for base pay, variable pay, overtime, and other cash payments such as sign-on bonuses and relocation allowances.",HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
6.15,Total Rewards,Operations,Rate,Bonus Eligibility Rate (%of Workforce),Percentage of employees eligible to receive a bonus.,(End of Period Headcount.Bonus Eligible / End of Period Headcount) * 100,End of Period Headcount.Bonus Eligible,#End of Period Headcount,,,,,,,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
6.16,Total Rewards,Operations,Ratio,Bonus Rate - Actual to Potential ,Average actual bonus compensation received as a percentage of total potential bonus compensation.,(Direct Compensation Expense.Bonus / Bonus Potential) * 100,Direct Compensation Expense.Bonus,Bonus Potential,,,,,,,HRIS — Employee Snapshot,,,,,COUNT active employees; filter employment status,"workforce, headcount, planning",
